i,alpha_hat
0,-1.0319005081477144
1,-0.7079370845795753
2,1.133531782687006
3,-0.34856042900406625
4,0.051115251503513315
5,1.0430658079706034
6,-0.06585270759216355
7,-1.7895496027428155
8,-0.9374602151316118
9,-0.837287756241494
10,0.9558714315799838
11,-0.6039981548726999
12,-0.2780742459342304
13,-0.04936065096144138
14,-0.7929238675492122
15,1.357344163616426
16,-0.11231787172769067
17,-2.876036687505951
18,0.21825981249545823
19,-0.6906483247346571
20,-1.4378004214787223
21,-0.8489536473414288
22,-1.5316663573424936
23,-1.3885914925148888
24,-1.2606905429893132
25,-2.2491680105867897
26,0.613558616886258
27,-0.3221360912472129
28,-2.146481092093051
29,0.8279157729239714
30,0.12123408569359373
31,-1.0199766409523572
32,0.4774585726063971
33,0.930402298652061
34,0.09240191589035784
35,0.6583873611067017
36,-0.0979030541300126
37,-0.6544691768705444
38,-0.34588202962499526
39,-1.1011686690170501
40,-1.4689542762824455
41,-1.0435785663374146
42,-1.837571788743813
43,1.5771880463124788
44,0.7352303494157897
45,-2.093587878683739
46,-0.34031940970364566
47,-1.2013252038923006
48,0.375475612127375
49,-0.3141075554911034
50,-0.13084800160139617
51,-0.34304454113928795
52,-0.8649842347999033
53,0.7264624374184842
54,-0.47929235713884966
55,0.77463528633688
56,-1.9813834627820737
57,-0.36229761758674606
58,-0.4506173989120662
59,-0.4134703529005383
60,0.07474284129045222
61,-0.9740901366778586
62,-0.7328686922888785
63,-1.7516673934284883
64,-1.3761263926321532
65,-0.001575924941300516
66,0.0227973311435612
67,-0.6246502906842487
68,0.8009830948634293
69,1.2576752078887785
70,-0.9680025835476956
71,-2.6699408664078743
72,0.7316400085655919
73,-1.3686254313583666
74,-1.1462541318241497
75,0.5657935088799658
76,-0.7156887373106144
77,-1.7389380195879838
78,-0.03251322590712569
79,-0.8639984504449431
80,-0.896856265626067
81,0.10131747832291416
82,-0.9347288278114283
83,0.1649181533043902
84,-1.105010927080687
85,-0.16423062255124626
86,0.376178227088237
87,-0.0006379896022183917
88,-0.7337647754182559
89,0.5717029503924064
90,0.4578480545009968
91,-0.05864041370806716
92,-0.3876993313520902
93,-1.508017837162094
94,0.9358858023435395
95,-0.8307172126279169
96,1.4656276719008172
97,0.8837831710548929
98,-0.9823284856574211
99,-1.577432036971203
100,-1.2846727382831753
101,-0.6583788858201761
102,-0.584767215932458
103,-0.7267848920546792
104,-1.5301501208316228
105,-0.37235032143928193
106,-1.605976814250654
107,-2.377222376968223
108,-0.849039161144735
109,0.19629229117757424
110,-0.9182183994973203
111,-0.11154732789005184
112,-2.001376584613931
113,-0.7177912334980316
114,-0.08849246180247872
115,-0.002933887282058012
116,-0.30669764960127655
117,-0.5988604860639766
118,-1.5109547385577038
119,-1.280726132363004
120,-0.4264078845403974
121,-1.2071270596647314
122,-0.6718397964799578
123,-1.0459409394125343
124,1.3185426564145777
125,-1.1802716842287468
126,0.10180015552536903
127,-0.6683998334483047
128,-1.1334221432499412
129,-0.4856481631282693
130,0.9763552483752738
131,0.1306742472428859
132,-0.32540865576306877
133,-1.3700152084520472
134,-2.89184939415132
135,0.794050847763378
136,-2.027179831003161
137,0.4504701009892211
138,1.5453736188075102
139,-1.9956351667295866
140,-0.057814085640773005
141,-0.23821474183814895
142,-1.8463827978842093
143,-1.7675846925621124
144,-2.078203591038233
145,-0.6866804095377709
146,-1.2602224753435685
147,0.5614803729978355
148,2.101950430216985
149,-1.8305671796358594
150,-0.38199310338963444
151,0.3425531525713905
152,0.0654713199877861
153,-1.5731219669856296
154,-0.2942784805960831
155,-0.96833416266355
156,0.07979009176420902
157,-1.1802673227422447
158,0.04883095813986538
159,-0.8358824358314418
160,0.5803291520970704
161,-1.6002963310779514
162,-1.6818392367424169
163,2.285196215428947
164,-1.0393330923227528
165,-0.29247499367429586
166,0.24710700954449494
167,-0.8060912937714444
168,0.24764325141358332
169,-0.10952743711550239
170,-1.235276007896665
171,-0.14735895068360705
172,-0.7193490281980338
173,1.6934574935789175
174,-1.6154454823900242
175,-1.2707409947851556
176,-0.35942538568946125
177,-0.25034190438264003
178,-0.011937589550789829
179,-0.5263863533208455
180,-1.2853228944509247
181,0.6919250619379306
182,-0.7526476988107563
183,-1.6205343098567384
184,-0.6244868593313794
185,-0.2862611232623036
186,0.5842294540351933
187,-0.3177107710159164
188,0.266729650902068
189,-1.22396579664528
190,-0.39488364194532943
191,-0.93567530117947
192,-0.3602427671639401
193,-1.1837407415177177
194,-1.6509343561481922
195,1.9138555902006664
196,0.35963137644039084
197,-1.5823954490299144
198,-1.0130574568298294
199,-1.9202041489158619
200,0.9823484458182603
201,1.1388214171852655
202,-1.6003053195335784
203,-0.19962106691558357
204,-0.7552323187333325
205,-1.5233730134249264
206,-1.259847974767892
207,-0.970673404529155
208,1.1688036559357555
209,-0.7096774249499864
210,0.12250517149854234
211,0.3908887554592937
212,0.6585543465294672
213,-1.584521388710808
214,-1.2873396854982644
215,0.8256415130468757
216,-1.1659135931875526
217,-1.592694957189681
218,-1.6371204447487333
219,-1.9524817968813966
220,-1.293171754440546
221,0.30319787951101596
222,0.3979803280510532
223,0.15744702438507424
224,-0.624534812022786
225,-0.6960462085961518
226,-1.1474719293578928
227,-1.1745160171678113
228,0.2553183431265494
229,-1.3134098402569725
230,1.487299608006733
231,-0.7833940320410588
232,-0.28536208787136064
233,-1.4987551687895566
234,-0.998567620222151
235,-1.5518729630049537
236,-0.653119535169377
237,-0.2679243538490147
238,-0.3776998226795412
239,-1.4719635797325772
240,-1.3658506920022009
241,-0.918739158836757
242,1.0950020320866378
243,-1.4232671786294715
244,-0.8760695515511697
245,1.0701332334632334
246,-0.5713808439345612
247,-1.8825172299639021
248,-1.5880780388245999
249,-0.5421405382284649
250,-0.5632998368277682
251,-1.530733664598858
252,-1.0318085916524242
253,0.008577993646179727
254,0.6706467965797448
255,-0.568984632662163
256,0.2325529246257848
257,0.023796118411483436
258,-0.8602882907220991
259,-1.7761697472660476
260,-0.911894505230842
261,-1.4627113497781903
262,-0.7063696279215187
263,0.636827406920827
264,2.1334321864142316
265,1.465028833498229
266,-0.6135577130617194
267,-2.0517039893217595
268,-0.9134522701623234
269,-0.4712625070017333
270,0.21336978308320076
271,0.535223655844778
272,0.534955580234661
273,-2.163321530084093
274,0.6657220760475708
275,-0.58055498716665
276,-0.42941090646337576
277,-0.4739822755206191
278,0.01951897723271101
279,-0.8106153648614711
280,-2.011614780977337
281,0.13645885199388164
282,0.009667254321881424
283,-1.1629565546667688
284,-0.07780081412715387
285,-0.5450358443626253
286,-0.1802279772615809
287,0.9309290937329597
288,-0.6610153445512557
289,-0.13592196357052783
290,0.2959511665342702
291,0.43598913020129115
292,0.545494714164439
293,-1.3808280741802885
294,1.4781646624165288
295,-0.06489181621105439
296,1.2425045814159015
297,-1.9005883947837663
298,-0.5535950302440964
299,0.41439422667438774
300,-1.4726388233311156
301,-1.4178879659595325
302,-1.6859146295282579
303,-1.736640096464544
304,-1.3937150669073823
305,-0.46606534097389757
306,-2.7916330131644562
307,0.02283537972654054
308,0.5148997749864026
309,1.569792042076747
310,0.5267362682844952
311,0.32572424195409844
312,-1.977685801632579
313,-0.5529271505432793
314,-0.5540321850508256
315,0.08060660374064965
316,-0.05868806570149443
317,-1.6206133043362687
318,0.8509118698026061
319,0.6755959842046133
320,-0.6776851899725943
321,0.8862003183492051
322,-2.0368002100491376
323,0.667639011596866
324,-1.1380600287609626
325,-0.056643677798877023
326,-0.34766782760099263
327,0.14842565920187134
328,0.8444133560775642
329,-0.7116069522735147
330,0.3747322513958108
331,-2.1851784399358976
332,-0.9586722196583504
333,0.8958507187267086
334,-0.35314411642190136
335,-2.549021117029783
336,-1.451040952619477
337,-1.2976671047531547
338,0.04476432861817048
339,-0.585043531338996
340,-0.6051983865975146
341,0.32362783367900794
342,1.3500603599257461
343,-0.8233786340851891
344,-0.6293726100912336
345,-2.7337393119920828
346,-0.30067627451768797
347,-1.3696285191761934
348,-1.5765308475584463
349,-0.6737879525321203
350,-0.23995324877073
351,-2.544824761463369
352,-0.82763461849074
353,-0.2651006994145325
354,-1.1330435252563449
355,-0.3729277792839031
356,-0.4730068473756676
357,-0.759332797138894
358,-3.014655291623761
359,2.0627975513979893
360,-0.9759977613738837
361,-0.007338764274774867
362,-0.44656578555155757
363,0.5720274520739952
364,0.7606264925595275
365,-1.224780222269969
366,-0.046705523802703874
367,-1.4254717626643476
368,0.5418006404942339
369,-1.0331928565777495
370,1.9305968172658372
371,-1.6763634797531102
372,-1.0152569113507437
373,0.16668479575390638
374,-0.0670083717935227
375,-1.1033870889593733
376,-1.512302180903666
377,-0.594543007364607
378,-0.16422120795234818
379,-2.2965098059430344
380,-0.13332613889594724
381,-0.01622128821522062
382,-0.1531214011307982
383,-1.6612751090817208
384,-0.19034405662003828
385,0.6242021511866003
386,-0.07918287969845295
387,-1.5509606471943365
388,-0.7380665898434119
389,-0.27695707132667713
390,-0.9645904722355974
391,-2.8031465668197684
392,0.47970227686074507
393,-1.1412358250093522
394,-1.149965593273944
395,1.285386846013262
396,-1.488154510390646
397,0.45053473263691257
398,-1.3500021299391576
399,-1.0430218141973047
400,-0.5165473291940919
401,-2.133919648053771
402,-0.916131717220765
403,-0.34133182700468073
404,0.2922362728086631
405,-2.0731933319047346
406,-0.1442296949623007
407,0.5843610636135619
408,-0.903122763347846
409,-0.07540166910391517
410,0.13314314392733345
411,0.09637351531275212
412,-0.812562854838501
413,-0.6692546353150466
414,-1.1311058237904676
415,-2.8317128456576044
416,-0.4479281350730355
417,0.484879908498409
418,-0.2352149633573717
419,-1.0079983854815486
420,1.2328646983784393
421,-0.22016395741355854
422,-0.29848682322788256
423,0.8091615939687633
424,-1.4125722328958292
425,-1.1222457150175804
426,1.7387096003055351
427,-0.6649268480355769
428,1.6444624999976596
429,-2.2181271018677107
430,0.010433041927114362
431,-0.35734892072956337
432,-0.16953785136168742
433,-1.8377524513549925
434,-0.5633539113223932
435,-1.5634273223408486
436,-0.0931958974658027
437,0.4505376115619987
438,-2.3441410714253923
439,0.8864479432840657
440,-2.522551485431645
441,-0.21179593409020414
442,0.11155764191392747
443,-0.11361358739253347
444,-1.5978746089887716
445,-0.4253448821449262
446,-0.19699359403944683
447,0.11114529414853719
448,-2.497415554643969
449,-1.9746782768814812
450,0.5677066614988748
451,0.3874979247493624
452,0.023300515235830155
453,0.4015693397850907
454,0.1660037470041369
455,-3.292203108623939
456,0.7056740910142043
457,-0.8607979505419041
458,-0.4777310602990758
459,-0.8374915854847904
460,0.10251320807756614
461,-0.7078900807828232
462,0.41531972521642113
463,-0.669676721940163
464,-1.5899165681093579
465,1.0344787308427466
466,0.06540069406117621
467,1.1254522287407032
468,0.039053363319571655
469,1.02257227675974
470,1.5764042081524132
471,-0.8249809521162755
472,-1.811385946954019
473,-0.6629849275737747
474,-0.6007407262288965
475,-0.6544866173225395
476,1.1025606709773337
477,-1.0310723249994513
478,-0.19043166036261605
