0,1,2,3,4,5
0.03971708988247829,0.16982201001971292,0.28713289634408085,0.33096105638478235,0.10652982356007465,0.06583712380887112
0.024479015214817285,0.11925227057847677,0.2594723955983539,0.3059598599838196,0.19464353459890307,0.09619292402562941
0.050259580321738176,0.16430588799519458,0.20076808535154345,0.28638004054693234,0.2230493934426057,0.0752370123419857
0.03754712030376858,0.12248715698105161,0.2988369132163077,0.35637221800451424,0.15748311695164302,0.027273474542714945
0.04669289280460205,0.14086525757769383,0.2155688742585797,0.23503690296494734,0.2780955917213234,0.0837404806728537
0.05259088777134706,0.19931685066810287,0.2827198733319378,0.2027650807300936,0.20825034621163194,0.054356961286886885
0.02751245108144593,0.10992783263724311,0.24305252727833926,0.28718047347121933,0.22286343853136753,0.10946327700038487
0.06692531061613669,0.14192298595495156,0.2924369027439213,0.22378796915105648,0.19001473169879113,0.08491209983514285
0.04485109471591861,0.15717631269667096,0.23865377209163097,0.29747160717926135,0.20390927667241948,0.05793793664409868
0.03504895117888926,0.16666821095533804,0.2572000073530386,0.23806009524720223,0.23070432370023083,0.07231841156530106
