j,psi_hat
0,0.0
1,0.6139061482973378
2,-0.4433144814567961
3,-0.20337126366934052
4,0.09900483283066089
5,-0.1700455944003141
6,0.5326882916450811
7,1.3541787296528196
8,0.5001451923591244
9,1.2995000291662773
10,0.9095557587804792
11,1.1086280416345808
12,-0.0832316415118634
13,-0.16426240673227852
14,1.2255955532645526
15,1.2532974041560088
16,0.6298597109435689
17,0.726977559375725
18,0.3293757772078105
19,-0.12053721430909108
20,0.9325090439958813
21,-0.4121765003919036
22,0.5313478642076015
23,-0.3987553755914107
24,0.8889856527539768
25,-0.5393532493858376
26,0.12189212155229821
27,0.5383639660610893
28,1.205912151900177
29,-0.4359031251323824
30,1.2479313552167666
31,1.5757305419363332
32,0.9457481254083461
33,0.9527857543599318
34,0.6157607389495289
35,0.8120595294335791
36,0.3999572805524622
37,0.36220131861548843
38,1.5034447036118108
39,0.24385611979978125
40,0.36235138338804374
41,0.6992294145305986
42,0.006182303371169863
43,0.5468341179928197
44,0.9643846141175697
45,0.9308961589448328
46,0.6907952688879809
47,0.7564401461363274
48,0.5045190472436822
49,0.6681770140244221
50,0.9127320552434137
51,-0.04377782086068199
52,-0.45885747396547477
53,-0.23532234146715975
54,0.45716459258785497
55,0.1840254917772954
56,1.5431748211017875
57,-0.07264300720516435
58,0.21398078975905205
59,-0.17867219791749206
60,0.44051998059215963
61,0.32659239582388117
62,0.6912437886585793
63,1.1085881935622548
64,0.3684763357530716
65,0.48080178330364176
66,0.53039867831282
67,1.4184311168645636
68,0.09617928647146462
69,1.1083904682850425
70,0.984782545480381
71,0.7339822786826287
72,1.2667658286508732
73,1.5305908728249606
74,1.2872186257209548
75,1.2132145126429892
76,-0.4631118102504298
77,0.8314361790232716
78,0.9391604816551428
79,0.7488413657292051
80,0.6786377269010732
81,0.6952177583596906
82,1.1577052589108117
83,0.49523483184626316
84,1.0021927391144512
85,0.10777457529893412
86,0.6276550366377607
87,0.5806636212709623
88,1.2255411647872376
89,0.3757463924774458
90,0.542776061974218
91,-0.43744124817667057
92,1.061197350990145
93,0.9503197098445075
94,0.7156513646336543
95,0.675400330300007
96,0.7693295085296364
97,0.5931506940448534
98,1.5829291028860868
99,-0.31407218356292904
100,0.17178433378396626
101,0.7052387272099861
102,0.6076486400908716
103,0.240897724043056
104,1.1429667642387547
105,1.115081285090699
106,1.0524719420920532
107,0.2986795429029963
108,-0.25492341397485546
109,0.5728472635608892
110,0.319150261373326
111,-0.5623191292170792
112,0.08529219456735951
113,0.5539059035661975
114,-0.14625667430896877
115,-0.6890763871371374
116,1.0187565310525457
117,-0.1439557424695217
118,0.30335959170509585
119,0.7189992060207823
120,-0.08771048336081107
121,0.08522930437467234
122,0.921985450159863
123,0.26128284789304046
124,0.832360642941503
125,-0.7295535790145142
126,-0.1255115844710223
127,0.9752149783541214
128,0.9860922739309353
129,0.3906596990247244
130,0.473719642140275
131,0.34408619065365326
132,0.5663280017385676
133,1.3865111388778464
134,0.32886357321537946
135,1.316969084707966
136,-0.3499031071565985
137,0.474860494537964
138,1.5418168582499585
139,0.655570631931981
140,-0.3394209850023281
141,1.1965555547859223
142,0.05544596312586548
143,0.6272701814870323
144,1.0437054579352016
145,0.0938633590173471
146,0.5779129638569983
147,-0.08642073201799079
148,0.890757072269585
149,0.7834786308850847
150,0.684473290069903
151,-0.09585935195738943
152,0.11077156474353902
153,0.30549771451777646
154,0.5307466567951369
155,0.2460599527998403
156,0.404162854818378
157,0.8085837301852065
158,0.2541486801308399
159,0.37352879751817963
160,-0.326550628661961
161,1.422204321250343
162,-0.3286087001925154
163,0.07870091560910827
164,0.28059531799859
165,0.641228979292241
166,0.28672866971777156
167,0.07145648606799858
168,0.9866560204546856
169,0.2690662057781326
170,-0.47524151579221946
171,1.200911201133372
172,1.1231428371310335
173,0.4238307880465578
174,-0.26492234158358485
175,-0.4489497707421766
176,0.7704566487811075
177,0.2150084636131151
178,-0.4208538353482053
179,0.8628748819403891
180,0.7615564364566434
181,0.6794960777335598
182,0.4776413848806253
183,0.5248534968578245
184,0.7822649346749236
185,0.6113467313486092
186,1.1086158046371088
187,0.33122451776569967
188,0.38649002100664076
189,1.0559520346390137
190,0.45282836054895426
191,0.43135910939817707
192,0.6146634198984329
193,0.33028819735756554
194,1.0031697085155022
195,-0.06983257497111076
196,0.6569004303973197
197,0.7276675502255842
198,0.8509943559314777
199,0.9369253265032235
200,0.5946973249949472
201,0.11303650956322775
202,0.7206733898733929
203,1.2447301339841874
204,0.8170238885205107
205,0.3006802699272039
206,1.0002323254159147
207,-0.20496220777677646
208,0.5784948536375355
209,0.4342954560273601
210,1.0954094754874488
211,0.19102583357716907
212,-0.7209084244534718
213,0.9512309258373115
214,0.016357436211503717
215,1.0502294605612457
216,0.1838950722321676
217,0.014163702608219853
218,0.4620205103266187
219,-0.3981985360625341
220,0.20916856473190953
221,0.6026693854283188
222,-0.11745325510578872
223,0.8480477913090396
224,0.26335904609046185
225,0.21590087533883287
226,1.2590210445961156
227,0.004469507219348706
228,0.3733876553005101
229,0.8195365893653911
230,1.1489530745106284
231,-0.3161627588141052
232,0.11975763516258188
233,0.09512248807409006
234,0.8539710061662458
235,0.5589307209373198
236,1.1106002644835886
237,0.07497642716033977
238,0.373391493542809
239,0.8843024557780308
240,-0.37639553350448374
241,0.28114765144502174
242,1.73902309700213
243,0.356540595609728
244,0.5668303145113832
245,1.130802172124753
246,0.9641369710891275
247,0.6848093682776792
248,0.48722932480929215
249,0.4995130012797281
250,0.8603576969832024
251,1.1304600050792675
252,0.8261244536371558
253,1.4464564200988752
254,0.3203519057413645
255,-0.6543531207711919
256,-0.267268076303685
257,1.2728894748940938
258,0.32290677335443635
259,0.15697556914397168
260,-0.06557129502325856
261,0.0794683800938272
262,0.2901203011640197
263,0.27042812557423157
264,0.007548161118016932
265,0.30472132432274496
266,0.8662244760805577
267,-0.3970688234621086
268,1.947250040727245
269,0.5838439092782172
270,0.7667707634466057
271,0.6922701385631592
272,0.9947769490292309
273,0.9872241026793117
274,1.6718592136514987
275,0.25646798869923226
276,1.8127746791003752
277,0.8718252522072956
278,0.29892495274613284
279,-1.005956928685622
280,-0.6091644419970977
281,0.7391652017398608
282,0.8100891621941961
283,0.2618020808436882
284,0.5616827492623745
285,0.2324017140342481
286,1.4971261474414805
287,-0.07410194216176048
288,0.9426122747385013
289,0.5474816866048934
290,0.5341761443462455
291,0.702889767949041
292,0.12848236806882296
293,0.7501257102961353
294,1.1536050154263748
295,0.5323132205700755
296,0.9246459579670584
297,0.35108553807166354
298,0.47899511154988955
299,0.4279940868327177
300,0.4040661027278702
301,0.5565970286112824
302,0.7445342352759277
303,-0.2873674926557457
304,1.2951141934795212
305,0.20804120766678846
306,0.38045476009301865
307,0.8189223542399466
308,1.0314401529884052
309,0.10078481927133677
310,0.5288820073056493
311,0.9428353538682016
312,0.9624475787176717
