0,1,2,3,4,5
9.999994005842266e-08,2.243972158406369e-07,0.556963565332781,0.4430359102690237,1.0000109935260939e-07,9.999994005842266e-08
1.676983069766521e-07,0.14939583935901102,0.3132049981098773,0.49803077940894824,0.03936811538911151,1.0003474505751686e-07
0.035764998875821276,0.1959467577458761,0.22379890700484253,0.21364266185919328,0.2584462440993773,0.07240043041488957
1.0000093386603672e-07,0.34057769666832655,0.39767996654425936,0.261741706563727,4.3022231091281634e-07,1.0000044251334148e-07
6.400167267961538e-06,0.29801835703431495,0.3264553311431434,0.2845600651529955,0.09095974648639343,1.0001588471111303e-07
1.0103615156866834e-07,0.23499307333655695,0.2675096860937359,0.4261345379524166,0.07136250144832619,1.0013281280255377e-07
9.999994005842266e-08,0.0006237329374389354,0.7493598959034865,2.5900853889261203e-07,0.25001590872668206,1.0342391363483927e-07
0.06287397259387083,0.07444207468547372,0.3242221719101594,0.27206000572926964,0.2664016745540742,1.0052715219356861e-07
0.023828002224555802,0.047397075562472496,0.21710017418916605,0.30020957915590263,0.3837385960619044,0.02772657280599876
0.032595953272953025,0.12113591797602376,0.7129841291098626,1.6337064682841855e-07,0.1322557865834992,0.0010280496870146176
1.0284532669676594e-07,0.22945305893433454,0.26907113837897917,0.39368369589015556,0.06937602686533016,0.03841597708587375
0.03748750810240747,0.18560962471573025,0.2589820091552806,0.31930083215085914,0.11916439857134926,0.07945562730437325
0.0671932184047458,0.15083123638000698,0.16103208466812352,0.3323468543533428,0.2587460836053214,0.029850522588459407
1.0695424710422955e-07,0.1433975252601344,0.18962473962196025,0.3773214592083981,0.16657681489966633,0.12307935405559392
0.05070956265849632,0.18052895996075552,0.18484586563002717,0.3295797013803579,0.1780655635216797,0.07627034684868331
0.0581666092972404,0.36477205247413047,0.07192549078360688,0.1612397639250115,0.28562874503772956,0.05826733848228126
0.019176657502028013,0.06468063718695755,0.17752809278321902,0.34591924364754634,0.2902719048951227,0.10242346398512621
1.5987369508858832e-07,0.20062489162641609,0.22007651480372084,0.3861685497866241,3.8537481704183916e-07,0.1931294985347269
0.05281963483077203,0.24374472298709748,0.11673480375743919,0.33025708808679444,0.1543153919460013,0.10212835839189557
0.05595945524728381,0.2058959544961967,0.2475291456520194,0.22488067136253906,0.22415353652290576,0.041581236719055316
0.027892596834467973,0.18038652320573142,0.324120320431953,0.21743918873383228,0.1361568693839982,0.11400450141001713
0.08257458398368366,0.13096365055061396,0.18268881531365086,0.3874698099811794,0.14716089422609469,0.06914224594477734
0.03226962023558122,0.11161947511286592,0.22450870724978694,0.3066221014951058,0.22149544648665356,0.1034846494200065
0.04791136049862467,0.31142038585780635,0.2612328752323362,0.0790963335528791,0.20990149280721065,0.09043755205114297
1.7968101983323518e-06,0.19844832942270885,0.24269343134340834,0.2667601395457492,0.22677542949365986,0.06532087338427554
0.04707025458093755,0.11809966297009239,0.379050542094431,0.2134906429734503,0.17998533858818705,0.06230355879290166
0.07726787563193795,0.11541184642002762,0.28793869935899785,0.05663190781302585,0.3545583951214723,0.10819127565453833
0.05685544392177196,0.15244487768047194,0.19684090755960715,0.3993810637599197,0.12501994699767313,0.0694577600805562
0.05310711464646116,0.16915485105436406,0.3171894608088749,0.2072022103484806,0.1961662936811407,0.057180069460678544
